"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL4740826";"";"None";"326.40";"0";"1.14";"1b";"C=CCn1c(=O)/c(=C/CCC)[nH]c(=O)/c1=C/c1ccccc1OC";"IC50";"'='";"21400.0";"nM";"4.67";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4718408";"Cytotoxicity against human HeLa cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308376";"TIME = 72.0 hr";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"NPI-2358";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4718409";"Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"DU-145";"None";"";"";"";"CHEMBL613508";"DU-145";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308034";"TIME = 72.0 hr";""
"CHEMBL4747045";"";"None";"410.56";"0";"3.48";"3h";"C=CCn1c(=O)/c(=C/CCCCCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4718409";"Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"DU-145";"None";"";"";"";"CHEMBL613508";"DU-145";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308034";"TIME = 72.0 hr";""
"CHEMBL4740826";"";"None";"326.40";"0";"1.14";"1b";"C=CCn1c(=O)/c(=C/CCC)[nH]c(=O)/c1=C/c1ccccc1OC";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4718409";"Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"DU-145";"None";"";"";"";"CHEMBL613508";"DU-145";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308034";"TIME = 72.0 hr";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"NPI-2358";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Activity";"'='";"66.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4718427";"Induction of apoptosis in human U-937 cells assessed as viable cells at 0.015 uM measured after 24 hrs by annexinV/FITC-propidium iodide staining based flow cytometry (Rvb = 95 to 95.1 %)";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL612794";"U-937";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308006";"Dose = 0.015 microM | TIME = 24.0 hr";""
"CHEMBL3289267";"";"None";"399.28";"0";"2.69";"4a";"C=CCn1c(=O)/c(=C\c2ccc(Cl)c(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294665";"Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308376";"";""
"CHEMBL1868039";"";"None";"350.37";"0";"0.74";"4v";"COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2ccccc2OC)[nH]c1=O";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294665";"Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308376";"";""
"CHEMBL5092351";"";"None";"304.30";"0";"-0.67";"1k";"C=c1[nH]c(=O)/c(=C/c2cc(OC)c(OC)c(OC)c2)[nH]c1=O";"CC50";"'='";"78800.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5041550";"Cytotoxicity against African green monkey Vero E6 cells expressing TMPRSS2 assessed as reduction in cell viability incubated for 24 hrs by DAPI staining based confocal microscopic analysis";"T";"BAO_0000219";"cell-based format";"Chlorocebus sabaeus";"None";"None";"Vero C1008";"None";"";"";"";"CHEMBL4303840";"Vero C1008";"Chlorocebus sabaeus";"CELL-LINE";"CHEMBL5038642";"1";"Scientific Literature";"J Nat Prod";"2022";"CHEMBL4295411";"TIME = 24.0 hr";""
"CHEMBL5072754";"";"None";"282.22";"0";"0.32";"1n";"C=c1[nH]c(=O)/c(=C/c2ccc(C(F)(F)F)cc2)[nH]c1=O";"CC50";"'='";"30100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5041550";"Cytotoxicity against African green monkey Vero E6 cells expressing TMPRSS2 assessed as reduction in cell viability incubated for 24 hrs by DAPI staining based confocal microscopic analysis";"T";"BAO_0000219";"cell-based format";"Chlorocebus sabaeus";"None";"None";"Vero C1008";"None";"";"";"";"CHEMBL4303840";"Vero C1008";"Chlorocebus sabaeus";"CELL-LINE";"CHEMBL5038642";"1";"Scientific Literature";"J Nat Prod";"2022";"CHEMBL4295411";"TIME = 24.0 hr";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"Plinabulin";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Inhibition";"'='";"88.69";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4393123";"Antiproliferative activity in human NCI-H1975 cells assessed as inhibition of cell proliferation at 50 nM incubated for 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1975";"None";"";"";"";"CHEMBL614348";"NCI-H1975";"Homo sapiens";"CELL-LINE";"CHEMBL4392834";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"CHEMBL3307601";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"Plinabulin";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Activity";"'='";"0.349";"g";"";"";"";"UO_0000021";"";"";"";"";"0";"CHEMBL4393130";"Antitumor activity activity against human A549 cells xenografted in Balb/c nude mouse assessed as tumor weight at 6 mg/kg, iv dosed as Q3D x 3 weeks regime (Rvb = 0.596 +/- 0.042 g)";"F";"BAO_0000218";"organism-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL392";"A549";"Homo sapiens";"CELL-LINE";"CHEMBL4392834";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"CHEMBL3307651";"";""
"CHEMBL4757025";"";"None";"438.61";"0";"4.26";"3j";"C=CCn1c(=O)/c(=C/CCCCCCCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4718403";"Cytotoxicity against human U-937 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL612794";"U-937";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308006";"TIME = 72.0 hr";""
"CHEMBL4747045";"";"None";"410.56";"0";"3.48";"3h";"C=CCn1c(=O)/c(=C/CCCCCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1";"IC50";"'='";"10300.0";"nM";"4.99";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4718403";"Cytotoxicity against human U-937 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL612794";"U-937";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308006";"TIME = 72.0 hr";""
"CHEMBL3289284";"";"None";"374.44";"0";"1.70";"4r";"C=CCn1c(=O)/c(=C\c2ccc(C)cc2)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294665";"Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308376";"";""
"CHEMBL3289282";"";"None";"457.30";"0";"2.29";"4p";"C=CCn1c(=O)/c(=C\c2ccc(F)c(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294430";"Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1975";"None";"";"";"";"CHEMBL614348";"NCI-H1975";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307601";"";""
"CHEMBL3926099";"";"None";"391.35";"0";"1.42";"NPI-2503; KPU-235";"CC(C)(C)c1ocnc1/C=c1\[nH]c(=O)/c(=C/c2cc(F)cc(F)c2F)[nH]c1=O";"Ratio EC50";"'='";"0.7";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3881650";"Ratio of EC50 for human mitoxantrone-sensitive HL60 cells to EC50 for human mitoxantrone-resistant HL60/MX2 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL383";"HL-60";"Homo sapiens";"CELL-LINE";"CHEMBL3881525";"38";"Patent Bioactivity Data";"";"2007";"CHEMBL3307654";"";""
"CHEMBL4642201";"";"None";"307.31";"0";"-0.18";"8c";"O=c1[nH]/c(=C\c2ccc(O)cn2)c(=O)[nH]/c1=C\c1ccccc1";"IC50";"'>'";"100.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4614090";"Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4613221";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
"CHEMBL3289280";"";"None";"429.30";"0";"2.70";"4n";"C=CCn1c(=O)/c(=C\c2ccc(Cl)c(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294671";"Cytotoxicity against human MOLT4 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MOLT-4";"None";"";"";"";"CHEMBL614177";"MOLT-4";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307557";"";""
"CHEMBL1868039";"";"None";"350.37";"0";"0.74";"4v";"COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2ccccc2OC)[nH]c1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3294671";"Cytotoxicity against human MOLT4 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MOLT-4";"None";"";"";"";"CHEMBL614177";"MOLT-4";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307557";"";""
"CHEMBL3289275";"";"None";"394.86";"0";"2.04";"4i";"C=CCn1c(=O)/c(=C\c2ccccc2Cl)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294672";"Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL612794";"U-937";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308006";"";""
"CHEMBL3289276";"";"None";"378.40";"0";"1.53";"4j";"C=CCn1c(=O)/c(=C\c2ccccc2F)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"'='";"5500.0";"nM";"5.26";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294672";"Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-937";"None";"";"";"";"CHEMBL612794";"U-937";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308006";"";""
"CHEMBL3289279";"";"None";"429.30";"0";"2.70";"4m";"C=CCn1c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C\c1ccccc1OC";"Activity";"'='";"14.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3294680";"Cytotoxicity against human K562 cells assessed as viable cells at 10 uM after 48 hrs by CCK8 assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"K562";"None";"";"";"";"CHEMBL385";"K562";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308378";"";""
"CHEMBL3289279";"";"None";"429.30";"0";"2.70";"4m";"C=CCn1c(=O)/c(=C\c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C\c1ccccc1OC";"Activity";"'='";"107.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3294681";"Cytotoxicity against human NCI-H1975 cells assessed as viable cells at 5 uM after 24 hrs by CCK8 assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1975";"None";"";"";"";"CHEMBL614348";"NCI-H1975";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307601";"";""
"CHEMBL1868039";"";"None";"350.37";"0";"0.74";"4v";"COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2ccccc2OC)[nH]c1=O";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294430";"Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1975";"None";"";"";"";"CHEMBL614348";"NCI-H1975";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307601";"";""
"CHEMBL3289272";"";"None";"394.86";"0";"2.04";"4f";"C=CCn1c(=O)/c(=C\c2cccc(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"'='";"5200.0";"nM";"5.28";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294668";"Cytotoxicity against human A549 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL392";"A549";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307651";"";""
"CHEMBL3289282";"";"None";"457.30";"0";"2.29";"4p";"C=CCn1c(=O)/c(=C\c2ccc(F)c(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294668";"Cytotoxicity against human A549 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL392";"A549";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307651";"";""
"CHEMBL3289277";"";"None";"428.41";"0";"2.41";"4k";"C=CCn1c(=O)/c(=C\c2ccccc2C(F)(F)F)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3294665";"Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308376";"";""
"CHEMBL3289282";"";"None";"457.30";"0";"2.29";"4p";"C=CCn1c(=O)/c(=C\c2ccc(F)c(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3294667";"Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL387";"MCF7";"Homo sapiens";"CELL-LINE";"CHEMBL3286120";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3308403";"";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"Plinabulin";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"Inhibition";"'='";"86.28";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4393122";"Antiproliferative activity in human NCI-H1975 cells assessed as inhibition of cell proliferation at 25 nM incubated for 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H1975";"None";"";"";"";"CHEMBL614348";"NCI-H1975";"Homo sapiens";"CELL-LINE";"CHEMBL4392834";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"CHEMBL3307601";"";""
"CHEMBL4798793";"";"None";"354.45";"0";"1.92";"1d";"C=CCn1c(=O)/c(=C/CCCCC)[nH]c(=O)/c1=C/c1ccccc1OC";"IC50";"'='";"13400.0";"nM";"4.87";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4718405";"Cytotoxicity against human HL-60 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL383";"HL-60";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307654";"TIME = 72.0 hr";""
"CHEMBL1096380";"PLINABULIN";"3.0";"336.40";"0";"0.74";"NPI-2358";"CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O";"IC50";"'='";"5.5";"nM";"8.26";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4718406";"Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL392";"A549";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307651";"TIME = 72.0 hr";""
"CHEMBL4752725";"";"None";"438.61";"0";"4.26";"2j";"C=CCn1c(=O)/c(=C/CCCCCCCCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4718405";"Cytotoxicity against human HL-60 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL383";"HL-60";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307654";"TIME = 72.0 hr";""
"CHEMBL4797507";"";"None";"368.48";"0";"2.31";"3e";"C=CCn1c(=O)/c(=C/CCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4718406";"Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL392";"A549";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307651";"TIME = 72.0 hr";""
"CHEMBL4755984";"";"None";"368.48";"0";"2.31";"2e";"C=CCn1c(=O)/c(=C/CCCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4718406";"Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A549";"None";"";"";"";"CHEMBL392";"A549";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307651";"TIME = 72.0 hr";""
"CHEMBL4740869";"";"None";"354.45";"0";"1.92";"2d";"C=CCn1c(=O)/c(=C/CCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4718408";"Cytotoxicity against human HeLa cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL399";"HeLa";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308376";"TIME = 72.0 hr";""
"CHEMBL4755984";"";"None";"368.48";"0";"2.31";"2e";"C=CCn1c(=O)/c(=C/CCCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4718409";"Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"DU-145";"None";"";"";"";"CHEMBL613508";"DU-145";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308034";"TIME = 72.0 hr";""
"CHEMBL4789370";"";"None";"326.40";"0";"1.14";"2b";"C=CCn1c(=O)/c(=C/CCC)[nH]c(=O)/c1=C/c1cccc(OC)c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4718409";"Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"DU-145";"None";"";"";"";"CHEMBL613508";"DU-145";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308034";"TIME = 72.0 hr";""
"CHEMBL4755789";"";"None";"438.61";"0";"4.26";"1j";"C=CCn1c(=O)/c(=C/CCCCCCCCCCC)[nH]c(=O)/c1=C/c1ccccc1OC";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4718409";"Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"DU-145";"None";"";"";"";"CHEMBL613508";"DU-145";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3308034";"TIME = 72.0 hr";""
"CHEMBL4783733";"";"None";"354.45";"0";"1.92";"3d";"C=CCn1c(=O)/c(=C/CCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4718410";"Cytotoxicity against human HT-29 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HT-29";"None";"";"";"";"CHEMBL384";"HT-29";"Homo sapiens";"CELL-LINE";"CHEMBL4715742";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3307768";"TIME = 72.0 hr";""
"CHEMBL4644837";"";"None";"459.53";"0";"2.65";"6n";"CN(c1ccc(F)cc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3nc[nH]c3C(C)(C)C)[nH]c2=O)c1";"IC50";"'='";"23.5";"nM";"7.63";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4614090";"Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460";"None";"";"";"";"CHEMBL396";"NCI-H460";"Homo sapiens";"CELL-LINE";"CHEMBL4613221";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307677";"";""
