,Mol_ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard_Type,Standard Relation,standard_value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target_Name,Target Organism,Target Type,Document_ID,Source ID,Source_Description,Document_Journal,Document_Year,Cell ChEMBL ID,Properties,Action Type
648,CHEMBL4643083,,None,446.43,0,1.83,17p,COCc1ccc(/C=c2\[nH]c(=O)/c(=C/c3cccc(C(=O)c4ccc(F)cc4)c3)[nH]c2=O)o1,IC50,'=',2.2,nM,8.66,,,UO_0000065,,,,,0,CHEMBL4629253,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307768,,
649,CHEMBL4646725,,None,434.42,0,2.39,17o,COCc1ccc(/C=c2\[nH]c(=O)/c(=C/c3cccc(Oc4ccc(F)cc4)c3)[nH]c2=O)o1,IC50,'=',6.6,nM,8.18,,,UO_0000065,,,,,0,CHEMBL4629252,Cytotoxicity against human BxPC3 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307637,,
650,CHEMBL4634835,,None,446.48,0,2.67,2,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(Oc3ccc(F)cc3)c2)[nH]c1=O,IC50,'=',2.1,nM,8.68,,,UO_0000065,,,,,0,CHEMBL4629253,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307768,,
653,CHEMBL4747119,,None,494.72,1,5.82,3k,C=CCn1c(=O)/c(=C/CCCCCCCCCCCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718405,Cytotoxicity against human HL-60 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307654,TIME = 72.0 hr,
654,CHEMBL4780890,,None,429.3,0,2.7,4m,C=CCn1c(=O)/c(=C/c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,'=',3200.0,nM,5.5,,,UO_0000065,,,,,0,CHEMBL4718410,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307768,TIME = 72.0 hr,
655,CHEMBL4743607,,None,368.48,0,2.31,1e,C=CCn1c(=O)/c(=C/CCCCCC)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,'=',2600.0,nM,5.58,,,UO_0000065,,,,,0,CHEMBL4718403,Cytotoxicity against human U-937 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308006,TIME = 72.0 hr,
656,CHEMBL4740826,,None,326.4,0,1.14,1b,C=CCn1c(=O)/c(=C/CCC)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,'=',6400.0,nM,5.19,,,UO_0000065,,,,,0,CHEMBL4718403,Cytotoxicity against human U-937 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308006,TIME = 72.0 hr,
657,CHEMBL4747045,,None,410.56,0,3.48,3h,C=CCn1c(=O)/c(=C/CCCCCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1,IC50,'=',11700.0,nM,4.93,,,UO_0000065,,,,,0,CHEMBL4718404,Cytotoxicity against human K562 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308378,TIME = 72.0 hr,
658,CHEMBL4783249,,None,494.72,1,5.82,2k,C=CCn1c(=O)/c(=C/CCCCCCCCCCCCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718409,Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,DU-145,None,,,,CHEMBL613508,DU-145,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308034,TIME = 72.0 hr,
659,CHEMBL4740869,,None,354.45,0,1.92,2d,C=CCn1c(=O)/c(=C/CCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718409,Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,DU-145,None,,,,CHEMBL613508,DU-145,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308034,TIME = 72.0 hr,
660,CHEMBL4796022,,None,410.56,0,3.48,1h,C=CCn1c(=O)/c(=C/CCCCCCCCC)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718410,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307768,TIME = 72.0 hr,
661,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,NPI-2358,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',14.8,nM,7.83,,,UO_0000065,,,,,0,CHEMBL4718405,Cytotoxicity against human HL-60 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307654,TIME = 72.0 hr,
662,CHEMBL4740826,,None,326.4,0,1.14,1b,C=CCn1c(=O)/c(=C/CCC)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,'=',28900.0,nM,4.54,,,UO_0000065,,,,,0,CHEMBL4718410,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307768,TIME = 72.0 hr,
663,CHEMBL4755984,,None,368.48,0,2.31,2e,C=CCn1c(=O)/c(=C/CCCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718403,Cytotoxicity against human U-937 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308006,TIME = 72.0 hr,
665,CHEMBL4789370,,None,326.4,0,1.14,2b,C=CCn1c(=O)/c(=C/CCC)[nH]c(=O)/c1=C/c1cccc(OC)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718405,Cytotoxicity against human HL-60 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307654,TIME = 72.0 hr,
666,CHEMBL4797507,,None,368.48,0,2.31,3e,C=CCn1c(=O)/c(=C/CCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1,IC50,'=',2400.0,nM,5.62,,,UO_0000065,,,,,0,CHEMBL4718407,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL387,MCF7,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308403,TIME = 72.0 hr,
667,CHEMBL4755789,,None,438.61,0,4.26,1j,C=CCn1c(=O)/c(=C/CCCCCCCCCCC)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718408,Cytotoxicity against human HeLa cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308376,TIME = 72.0 hr,
668,CHEMBL4740826,,None,326.4,0,1.14,1b,C=CCn1c(=O)/c(=C/CCC)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,'=',21400.0,nM,4.67,,,UO_0000065,,,,,0,CHEMBL4718408,Cytotoxicity against human HeLa cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308376,TIME = 72.0 hr,
669,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,NPI-2358,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',14.0,nM,7.85,,,UO_0000065,,,,,0,CHEMBL4718409,Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,DU-145,None,,,,CHEMBL613508,DU-145,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308034,TIME = 72.0 hr,
670,CHEMBL4747045,,None,410.56,0,3.48,3h,C=CCn1c(=O)/c(=C/CCCCCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718409,Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,DU-145,None,,,,CHEMBL613508,DU-145,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308034,TIME = 72.0 hr,
671,CHEMBL4740826,,None,326.4,0,1.14,1b,C=CCn1c(=O)/c(=C/CCC)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718409,Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,DU-145,None,,,,CHEMBL613508,DU-145,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308034,TIME = 72.0 hr,
673,CHEMBL3289267,,None,399.28,0,2.69,4a,C=CCn1c(=O)/c(=C\c2ccc(Cl)c(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294665,Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308376,,
674,CHEMBL1868039,,None,350.37,0,0.74,4v,COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2ccccc2OC)[nH]c1=O,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294665,Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308376,,
679,CHEMBL4757025,,None,438.61,0,4.26,3j,C=CCn1c(=O)/c(=C/CCCCCCCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718403,Cytotoxicity against human U-937 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308006,TIME = 72.0 hr,
680,CHEMBL4747045,,None,410.56,0,3.48,3h,C=CCn1c(=O)/c(=C/CCCCCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1,IC50,'=',10300.0,nM,4.99,,,UO_0000065,,,,,0,CHEMBL4718403,Cytotoxicity against human U-937 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308006,TIME = 72.0 hr,
681,CHEMBL3289284,,None,374.44,0,1.7,4r,C=CCn1c(=O)/c(=C\c2ccc(C)cc2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294665,Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308376,,
682,CHEMBL3289282,,None,457.3,0,2.29,4p,C=CCn1c(=O)/c(=C\c2ccc(F)c(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
684,CHEMBL4642201,,None,307.31,0,-0.18,8c,O=c1[nH]/c(=C\c2ccc(O)cn2)c(=O)[nH]/c1=C\c1ccccc1,IC50,'>',100.0,nM,,,,UO_0000065,,,,,0,CHEMBL4614090,Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4613221,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
685,CHEMBL3289280,,None,429.3,0,2.7,4n,C=CCn1c(=O)/c(=C\c2ccc(Cl)c(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294671,Cytotoxicity against human MOLT4 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MOLT-4,None,,,,CHEMBL614177,MOLT-4,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307557,,
686,CHEMBL1868039,,None,350.37,0,0.74,4v,COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2ccccc2OC)[nH]c1=O,IC50,,,,,,Not Determined,,,,,,0,CHEMBL3294671,Cytotoxicity against human MOLT4 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MOLT-4,None,,,,CHEMBL614177,MOLT-4,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307557,,
687,CHEMBL3289275,,None,394.86,0,2.04,4i,C=CCn1c(=O)/c(=C\c2ccccc2Cl)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',700.0,nM,6.16,,,UO_0000065,,,,,0,CHEMBL3294672,Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308006,,
688,CHEMBL3289276,,None,378.4,0,1.53,4j,C=CCn1c(=O)/c(=C\c2ccccc2F)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',5500.0,nM,5.26,,,UO_0000065,,,,,0,CHEMBL3294672,Cytotoxicity against human U937 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308006,,
691,CHEMBL1868039,,None,350.37,0,0.74,4v,COc1ccccc1/C=c1/[nH]c(=O)/c(=C\c2ccccc2OC)[nH]c1=O,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294430,Cytotoxicity against human NCI-H1975 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H1975,None,,,,CHEMBL614348,NCI-H1975,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307601,,
692,CHEMBL3289272,,None,394.86,0,2.04,4f,C=CCn1c(=O)/c(=C\c2cccc(Cl)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',5200.0,nM,5.28,,,UO_0000065,,,,,0,CHEMBL3294668,Cytotoxicity against human A549 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307651,,
693,CHEMBL3289282,,None,457.3,0,2.29,4p,C=CCn1c(=O)/c(=C\c2ccc(F)c(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294668,Cytotoxicity against human A549 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3307651,,
694,CHEMBL3289277,,None,428.41,0,2.41,4k,C=CCn1c(=O)/c(=C\c2ccccc2C(F)(F)F)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,'=',4600.0,nM,5.34,,,UO_0000065,,,,,0,CHEMBL3294665,Cytotoxicity against human HeLa cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308376,,
695,CHEMBL3289282,,None,457.3,0,2.29,4p,C=CCn1c(=O)/c(=C\c2ccc(F)c(Br)c2)[nH]c(=O)/c1=C\c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL3294667,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL387,MCF7,Homo sapiens,CELL-LINE,CHEMBL3286120,1,Scientific Literature,Eur. J. Med. Chem.,2014.0,CHEMBL3308403,,
697,CHEMBL4798793,,None,354.45,0,1.92,1d,C=CCn1c(=O)/c(=C/CCCCC)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,'=',13400.0,nM,4.87,,,UO_0000065,,,,,0,CHEMBL4718405,Cytotoxicity against human HL-60 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307654,TIME = 72.0 hr,
698,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,NPI-2358,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',5.5,nM,8.26,,,UO_0000065,,,,,0,CHEMBL4718406,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307651,TIME = 72.0 hr,
699,CHEMBL4752725,,None,438.61,0,4.26,2j,C=CCn1c(=O)/c(=C/CCCCCCCCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718405,Cytotoxicity against human HL-60 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,,,,CHEMBL383,HL-60,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307654,TIME = 72.0 hr,
700,CHEMBL4797507,,None,368.48,0,2.31,3e,C=CCn1c(=O)/c(=C/CCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1,IC50,'=',2000.0,nM,5.7,,,UO_0000065,,,,,0,CHEMBL4718406,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307651,TIME = 72.0 hr,
701,CHEMBL4755984,,None,368.48,0,2.31,2e,C=CCn1c(=O)/c(=C/CCCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718406,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307651,TIME = 72.0 hr,
702,CHEMBL4740869,,None,354.45,0,1.92,2d,C=CCn1c(=O)/c(=C/CCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718408,Cytotoxicity against human HeLa cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308376,TIME = 72.0 hr,
703,CHEMBL4755984,,None,368.48,0,2.31,2e,C=CCn1c(=O)/c(=C/CCCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718409,Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,DU-145,None,,,,CHEMBL613508,DU-145,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308034,TIME = 72.0 hr,
704,CHEMBL4789370,,None,326.4,0,1.14,2b,C=CCn1c(=O)/c(=C/CCC)[nH]c(=O)/c1=C/c1cccc(OC)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718409,Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,DU-145,None,,,,CHEMBL613508,DU-145,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308034,TIME = 72.0 hr,
705,CHEMBL4755789,,None,438.61,0,4.26,1j,C=CCn1c(=O)/c(=C/CCCCCCCCCCC)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718409,Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,DU-145,None,,,,CHEMBL613508,DU-145,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308034,TIME = 72.0 hr,
